track_name,artists,track_genre,popularity,danceability,energy,valence,tempo,popularity_tier,energy_category
As You Are,Zack Tabudlo,acoustic,60,0.715,0.438,0.447,81.07,Medium,Medium Energy
It Aint Me,Sara Farell,acoustic,52,0.354,0.415,0.421,175.537,Medium,Medium Energy
The Lotto,Ingrid Michaelson;AJR,acoustic,59,0.687,0.748,0.872,88.944,Medium,High Energy
Tamacun,Rodrigo y Gabriela,acoustic,50,0.588,0.914,0.971,128.553,Medium,High Energy
Make It Without You,Andrew Belle,acoustic,49,0.456,0.205,0.161,117.663,Medium,Low Energy
Dream,Priscilla Ahn,acoustic,54,0.512,0.248,0.158,109.692,Medium,Low Energy
"Big Love, Small Moments",JJ Heller,acoustic,52,0.582,0.282,0.278,118.019,Medium,Low Energy
I Am Not Alone,Priscilla Ahn,acoustic,46,0.568,0.18,0.228,112.033,Medium,Low Energy
Stand Your Ground,Joshua Hyslop,acoustic,62,0.71,0.271,0.686,131.88,Medium,Low Energy
Perfect Man,Front Porch Step,acoustic,32,0.574,0.704,0.338,117.086,Low,High Energy
あ。っという間はあるさ,Takehara Pistol,acoustic,33,0.64,0.895,0.94,115.941,Low,High Energy
Tell The World,Eric Hutchinson,acoustic,58,0.669,0.854,0.706,120.035,Medium,High Energy
Ain't No Reason,Brett Dennen,acoustic,57,0.615,0.358,0.432,146.06,Medium,Medium Energy
A Month from Now,Rail Yard Ghosts,acoustic,34,0.415,0.619,0.739,77.009,Medium,Medium Energy
What If,Five For Fighting,acoustic,55,0.565,0.895,0.592,149.919,Medium,High Energy
Pussy Cat,The Bridge City Sinners,acoustic,33,0.586,0.702,0.644,177.598,Low,High Energy
Polaroid Picture,Frank Turner,acoustic,33,0.564,0.604,0.341,113.091,Low,Medium Energy
Mirrors - Acoustic,Jonah Baker,acoustic,52,0.638,0.287,0.445,128.025,Medium,Low Energy
To the Wonder (feat. Kina Grannis),Aqualung;Kina Grannis,acoustic,21,0.515,0.46,0.259,140.067,Low,Medium Energy
Stay - Acoustic,Jonah Baker,acoustic,50,0.622,0.221,0.297,131.827,Medium,Low Energy
太陽さん,Ichiko Aoba,acoustic,55,0.44,0.0353,0.362,181.988,Medium,Low Energy
Oh What A Love,Kina Grannis,acoustic,46,0.457,0.064,0.0647,147.824,Medium,Low Energy
Leave The Lights On,Meiko,acoustic,56,0.649,0.821,0.661,121.938,Medium,High Energy
I Won't Let You Down,Erin McCarley,acoustic,40,0.495,0.329,0.0919,72.992,Medium,Low Energy
Look For The Good (Single Version),Jason Mraz,acoustic,21,0.71,0.615,0.746,90.263,Low,Medium Energy
Stargazing,Isabella Celander,acoustic,55,0.69,0.204,0.525,139.587,Medium,Low Energy
Bad Liar,Roses & Frey,acoustic,50,0.596,0.195,0.176,82.114,Medium,Low Energy
Is It You,Rachael Yamagata,acoustic,41,0.66,0.743,0.445,130.025,Medium,High Energy
Slow Down Time,Us The Duo,acoustic,44,0.733,0.657,0.433,109.954,Medium,Medium Energy
2002 - Acoustic,Amber Leigh Irish,acoustic,57,0.589,0.296,0.611,165.799,Medium,Low Energy
Sweeter,Jess Penner,acoustic,33,0.686,0.377,0.551,92.042,Low,Medium Energy
Heat Waves - Acoustic,Daniel Robinson,acoustic,56,0.659,0.338,0.495,145.877,Medium,Medium Energy
アジアの純真,Yosui Inoue;Tamio Okuda,acoustic,32,0.732,0.83,0.871,111.664,Low,High Energy
If the World Was Ending - Acoustic,Jonah Baker;Celine,acoustic,35,0.522,0.202,0.457,147.992,Medium,Low Energy
Comes And Goes (In Waves),Greg Laswell,acoustic,55,0.565,0.698,0.155,120.013,Medium,High Energy
ながれ星,Masaharu Fukuyama,acoustic,33,0.474,0.408,0.238,143.881,Low,Medium Energy
Dusk Till Dawn - Acoustic,Blame Jones,acoustic,46,0.543,0.244,0.29,126.341,Medium,Low Energy
Don't Wanna Leave You,Ben Woodward,acoustic,38,0.672,0.644,0.549,148.135,Medium,Medium Energy
Passenger Seat,Stephen Speaks,acoustic,65,0.515,0.769,0.644,153.046,Medium,High Energy
Love,Matt White,acoustic,60,0.759,0.684,0.759,107.948,Medium,High Energy
Hallelujah,Boyce Avenue,acoustic,54,0.62,0.21,0.163,98.558,Medium,Low Energy
Ashes,Madi Diaz,acoustic,37,0.497,0.254,0.0676,110.864,Medium,Low Energy
明日の☆SHOW,Masaharu Fukuyama,acoustic,34,0.644,0.603,0.516,113.413,Medium,Medium Energy
Love Me Like You Do,Boyce Avenue,acoustic,55,0.45,0.254,0.248,92.644,Medium,Low Energy
Lost Sparks,Canyon City,acoustic,51,0.548,0.3,0.264,135.902,Medium,Low Energy
Who We Are,Tristan Prettyman,acoustic,48,0.521,0.507,0.153,108.168,Medium,Medium Energy
Heart (Original Version),Masaharu Fukuyama,acoustic,34,0.587,0.842,0.693,97.013,Medium,High Energy
It'll Be Alright,JJ Heller,acoustic,51,0.543,0.324,0.181,139.883,Medium,Low Energy
Everybody,Ingrid Michaelson,acoustic,54,0.742,0.636,0.48,95.002,Medium,Medium Energy
Kabilugan Ng Buwan,Mark Oblea,acoustic,32,0.707,0.402,0.313,94.99,Low,Medium Energy
Keep Breathing,Ingrid Michaelson,acoustic,54,0.52,0.308,0.187,125.93,Medium,Low Energy
Fast Car,Boyce Avenue;Kina Grannis,acoustic,61,0.392,0.251,0.508,204.961,Medium,Low Energy
Just the Way You Are,Boyce Avenue,acoustic,55,0.531,0.296,0.212,106.359,Medium,Low Energy
The Ladder,Andrew Belle,acoustic,55,0.681,0.608,0.315,123.991,Medium,Medium Energy
HELLO (Original Version),Masaharu Fukuyama,acoustic,34,0.569,0.861,0.511,77.983,Medium,High Energy
接吻,Hanare Gumi,acoustic,33,0.707,0.296,0.65,88.006,Low,Low Energy
Can't Keep It Inside,Brett Dennen;Benedict Cumberbatch,acoustic,45,0.519,0.0646,0.395,121.696,Medium,Low Energy
明日天気になれ,Hanare Gumi,acoustic,33,0.608,0.705,0.621,111.204,Low,High Energy
IT'S ONLY LOVE,Masaharu Fukuyama,acoustic,34,0.585,0.734,0.413,117.84,Medium,High Energy
それがすべてさ,Masaharu Fukuyama,acoustic,34,0.527,0.89,0.425,102.644,Medium,High Energy
I Don't Wanna Love Somebody Else,A Great Big World,acoustic,49,0.495,0.22,0.345,126.618,Medium,Low Energy
Burn It All!,RENT STRIKE,acoustic,33,0.628,0.424,0.157,99.696,Low,Medium Energy
Carried Me With You,Brandi Carlile,acoustic,62,0.639,0.666,0.372,98.384,Medium,High Energy
"O, Pennsyltucky!",Mischief Brew,acoustic,33,0.245,0.624,0.462,162.586,Low,Medium Energy
"I Believed You, William Blake",Frank Turner,acoustic,31,0.387,0.526,0.334,130.719,Low,Medium Energy
Pepperspray,Get Dead,acoustic,32,0.539,0.675,0.719,142.041,Low,High Energy
Stickup,Get Dead,acoustic,32,0.487,0.837,0.207,160.025,Low,High Energy
Heaven - Acoustic,Grace George,acoustic,54,0.529,0.24,0.487,131.266,Medium,Low Energy
Soldier's Eyes,Jack Savoretti,acoustic,50,0.666,0.289,0.415,109.965,Medium,Low Energy
Asleep Among Endives,Ichiko Aoba,acoustic,58,0.451,0.0318,0.148,123.985,Medium,Low Energy
Symphony - Acoustic,Thomas Daniel,acoustic,49,0.359,0.208,0.105,83.155,Medium,Low Energy
When I Was Your Man,Boyce Avenue;Fifth Harmony,acoustic,52,0.403,0.237,0.163,144.174,Medium,Low Energy
Save Your Tears - Acoustic,Amber Leigh Irish,acoustic,49,0.693,0.111,0.247,110.813,Medium,Low Energy
Koi,Gen Hoshino,acoustic,53,0.598,0.819,0.878,158.115,Medium,High Energy
July Bones,Richard Walters,acoustic,54,0.596,0.27,0.155,100.006,Medium,Low Energy
Autumn Breeze,Kaiak;Viktoria Tolstoy,acoustic,50,0.589,0.334,0.208,80.036,Medium,Medium Energy
Save Your Tears,Boyce Avenue,acoustic,57,0.735,0.275,0.294,116.004,Medium,Low Energy
You're Still The One - Acoustic,Bailey Rushlow,acoustic,53,0.605,0.168,0.398,119.836,Medium,Low Energy
Somebody Loved,Kina Grannis,acoustic,57,0.612,0.107,0.637,78.393,Medium,Low Energy
Rise,Boyce Avenue,acoustic,49,0.568,0.177,0.354,103.822,Medium,Low Energy
Bohemian Rhapsody - Acoustic,John Adams,acoustic,52,0.451,0.0665,0.349,64.289,Medium,Low Energy
As It Was - Acoustic,Amber Leigh Irish,acoustic,51,0.595,0.0477,0.513,118.162,Medium,Low Energy
Wish List,Canyon City,acoustic,46,0.307,0.11,0.32,201.008,Medium,Low Energy
Beautiful Disaster,Chord Overstreet,acoustic,41,0.3,0.27,0.214,144.589,Medium,Low Energy
Fake a smile,Wayne Mack,acoustic,57,0.731,0.191,0.274,149.91,Medium,Low Energy
Marigold,Aimyon,acoustic,50,0.545,0.745,0.413,106.094,Medium,High Energy
River Flows In You,Sungha Jung,acoustic,42,0.356,0.23,0.11,129.532,Medium,Low Energy
Kill Me Pretty,Tamio Okuda,acoustic,47,0.432,0.796,0.271,141.868,Medium,High Energy
No Matter Where You Are,Us The Duo,acoustic,55,0.693,0.664,0.436,132.059,Medium,High Energy
I Like You,Ben Rector,acoustic,56,0.624,0.334,0.397,157.92,Medium,Medium Energy
The Mess I Made,Parachute,acoustic,49,0.423,0.572,0.17,165.394,Medium,Medium Energy
Dream a Little Dream of Me,Zee Avi,acoustic,50,0.555,0.0879,0.428,84.174,Medium,Low Energy
"Here, Right Now",Joshua Radin,acoustic,56,0.496,0.391,0.492,108.868,Medium,Medium Energy
Wonderful Tonight,Boyce Avenue,acoustic,52,0.671,0.299,0.286,95.008,Medium,Low Energy
Salvation,Gabrielle Aplin,acoustic,50,0.379,0.267,0.229,135.198,Medium,Low Energy
Wilderness,Jon Bryant,acoustic,53,0.499,0.209,0.138,82.892,Medium,Low Energy
恋人 (Original Version),Masaharu Fukuyama,acoustic,33,0.649,0.336,0.47,71.967,Low,Medium Energy
I Just Called To Say I Love You,Bailey Pelkman;Randy Rektor,acoustic,54,0.746,0.257,0.348,132.032,Medium,Low Energy
Fall on Me,A Great Big World;Christina Aguilera,acoustic,50,0.393,0.268,0.225,110.456,Medium,Low Energy
Song To Sing When I'm Lonely,John Frusciante,acoustic,54,0.629,0.673,0.419,114.243,Medium,High Energy
Have Yourself a Merry Little Christmas,Tres Hermanas,acoustic,32,0.452,0.268,0.265,66.805,Low,Low Energy
Message (Original Version),Masaharu Fukuyama,acoustic,33,0.616,0.791,0.589,126.764,Low,High Energy
Beautiful In White,Matt Johnson,acoustic,50,0.619,0.278,0.233,129.948,Medium,Low Energy
Heaven Is a Place on Earth,The Mayries,acoustic,56,0.634,0.176,0.335,107.974,Medium,Low Energy
Passenger Seat (Acoustic),Stephen Speaks,acoustic,63,0.549,0.437,0.688,153.604,Medium,Medium Energy
Guaranteed - Humming Version,Eddie Vedder,acoustic,48,0.292,0.339,0.343,100.69,Medium,Medium Energy
"Hang Me, Oh Hang Me",Dave Van Ronk,acoustic,54,0.504,0.0273,0.395,120.24,Medium,Low Energy
The Afterglow,John Frusciante;Josh Klinghoffer,acoustic,31,0.636,0.869,0.369,124.183,Low,High Energy
Eat the Meek,Frank Turner,acoustic,31,0.486,0.913,0.334,136.073,Low,High Energy
The Trouble with Wanting,Joy Williams,acoustic,60,0.396,0.198,0.19,138.624,Medium,Low Energy
You Are the Best Thing,Ray LaMontagne,acoustic,67,0.578,0.727,0.885,170.593,High,High Energy
Boycott Me!,Mischief Brew,acoustic,33,0.684,0.509,0.69,132.297,Low,Medium Energy
To Risk to Live,Days N Daze;Freddie Boatright,acoustic,32,0.623,0.567,0.929,129.949,Low,Medium Energy
"The Legend of Olog-hai, Pt. 1",The Bridge City Sinners,acoustic,31,0.228,0.574,0.389,182.379,Low,Medium Energy
This One's for Johnny,Get Dead,acoustic,31,0.482,0.772,0.586,129.91,Low,High Energy
Graveyard - Acoustic,Highland Peak,acoustic,45,0.425,0.249,0.235,123.632,Medium,Low Energy
bouquet,Ichiko Aoba,acoustic,56,0.298,0.044,0.115,85.708,Medium,Low Energy
こころをこめて,Aoi Teshima,acoustic,45,0.468,0.254,0.242,135.862,Medium,Low Energy
Paradise,AcousticTrench,acoustic,42,0.507,0.191,0.221,132.131,Medium,Low Energy
Better,Parachute,acoustic,46,0.515,0.249,0.213,108.89,Medium,Low Energy
Laid,Matt Nathanson,acoustic,50,0.565,0.89,0.744,119.862,Medium,High Energy
Same For You,Lee DeWyze,acoustic,45,0.635,0.433,0.489,130.111,Medium,Medium Energy
2U - Acoustic Version,Clementine Duo,acoustic,56,0.657,0.192,0.305,130.087,Medium,Low Energy
Duet,Rachael Yamagata,acoustic,43,0.459,0.14,0.146,128.904,Medium,Low Energy
I'll Say I Do,Brandon Chase,acoustic,39,0.391,0.31,0.295,83.46,Medium,Low Energy
Anyone,Bailey Jehl,acoustic,53,0.371,0.208,0.309,199.805,Medium,Low Energy
Start of Time,Gabrielle Aplin,acoustic,45,0.453,0.461,0.0844,106.84,Medium,Medium Energy
Heat Waves,Bailey Jehl,acoustic,53,0.706,0.248,0.401,125.515,Medium,Low Energy
There She Goes,Clementine Duo,acoustic,54,0.724,0.28,0.527,106.966,Medium,Low Energy
Wells,Joshua Hyslop,acoustic,51,0.535,0.444,0.217,83.99,Medium,Medium Energy
God Only Knows,Kina Grannis;Imaginary Future,acoustic,55,0.658,0.125,0.507,106.686,Medium,Low Energy
Afterglow,Andrew Foy;Renee Foy,acoustic,33,0.711,0.168,0.299,109.937,Low,Low Energy
Burn The Rain,Kurt Cobain,acoustic,55,0.504,0.415,0.626,114.263,Medium,Medium Energy
Already Mine,Us The Duo,acoustic,46,0.309,0.175,0.198,155.69,Medium,Low Energy
きみはぼくのともだち,Hanare Gumi,acoustic,30,0.628,0.027,0.203,122.007,Low,Low Energy
Never Be the Same,Gabrielle Aplin,acoustic,46,0.49,0.674,0.288,122.807,Medium,High Energy
All Is Well,Austin Basham,acoustic,60,0.316,0.413,0.245,155.69,Medium,Medium Energy
My Mistake,Gabrielle Aplin,acoustic,51,0.47,0.271,0.0943,145.902,Medium,Low Energy
Near Or Far,Us The Duo,acoustic,47,0.515,0.317,0.512,79.91,Medium,Low Energy
Without a Light,Drew Holcomb & The Neighbors,acoustic,60,0.493,0.435,0.485,87.952,Medium,Medium Energy
Lonely With Me,Parachute,acoustic,51,0.589,0.809,0.628,87.013,Medium,High Energy
Time After Time,Boyce Avenue;Megan Davies;Jaclyn Davies,acoustic,60,0.313,0.321,0.243,53.845,Medium,Low Energy
So Are You To Me,Eastmountainsouth,acoustic,52,0.302,0.0783,0.231,140.485,Medium,Low Energy
My Arms Were Always Around You,Peter Bradley Adams,acoustic,54,0.643,0.436,0.422,91.485,Medium,Medium Energy
Dance Me to the End of Love - Bonus,The Civil Wars,acoustic,52,0.482,0.178,0.298,110.128,Medium,Low Energy
Photographs,Eddie Vedder,acoustic,51,0.539,0.353,0.321,54.571,Medium,Medium Energy
Baby Now That I Found You,Suy Galvez,acoustic,30,0.707,0.531,0.49,107.994,Low,Medium Energy
Right Here Waiting,Suy Galvez,acoustic,30,0.707,0.467,0.478,110.096,Low,Medium Energy
Smokestack Lightnin',Howlin' Wolf,acoustic,62,0.661,0.342,0.588,146.118,Medium,Medium Energy
Feels Like Rain (feat. Bonnie Raitt),Buddy Guy;Bonnie Raitt,acoustic,57,0.572,0.348,0.34,73.304,Medium,Medium Energy
Sugar Babe,Mance Lipscomb,acoustic,31,0.554,0.4,0.547,101.191,Low,Medium Energy
Blister In The Sun,Violent Femmes,acoustic,71,0.726,0.537,0.882,96.889,High,Medium Energy
"Little Blue Pills, Pt. 2",Days N Daze,acoustic,31,0.501,0.672,0.961,122.041,Low,High Energy
Paano Ang Simbang Gabi - Kung 'Di Ka Katabi,Drei Rana;Selena Marie,acoustic,30,0.505,0.462,0.113,139.914,Low,Medium Energy
Bob,Frank Turner,acoustic,30,0.415,0.713,0.361,83.69,Low,High Energy
Psycho,Harley Poe,acoustic,30,0.458,0.823,0.422,131.638,Low,High Energy
Perfect Government,Frank Turner,acoustic,30,0.474,0.876,0.607,91.948,Low,High Energy
The Fear,The Bridge City Sinners,acoustic,30,0.444,0.674,0.698,111.377,Low,High Energy
Living My Best Life,Ben Rector,acoustic,59,0.566,0.733,0.636,178.828,Medium,High Energy
Haven't Been Doing So Well,Frank Turner,acoustic,30,0.367,0.892,0.799,81.928,Low,High Energy
"The Legend of Olog-hai, Pt. 2",The Bridge City Sinners,acoustic,30,0.258,0.729,0.462,116.943,Low,High Energy
You and Me On The Rock (feat. Lucius),Brandi Carlile;Lucius,acoustic,63,0.568,0.686,0.725,172.075,Medium,High Energy
Glitch,Get Dead,acoustic,30,0.571,0.696,0.662,155.133,Low,High Energy
A Thousand Years - Acoustic,Jonah Baker,acoustic,44,0.385,0.114,0.269,93.314,Medium,Low Energy
2 Oceans,Trevor Hall;Marieme,acoustic,54,0.588,0.569,0.209,101.988,Medium,Medium Energy
Golden Hour - Acoustic Piano,Ben Woodward,acoustic,28,0.276,0.289,0.118,86.465,Low,Low Energy
Without Me,Brandon Chase,acoustic,47,0.664,0.301,0.268,115.877,Medium,Low Energy
You & Me (The Wildfire),Aron Wright,acoustic,41,0.506,0.24,0.0621,130.96,Medium,Low Energy
Dancing With A Stranger,Sara Farell,acoustic,43,0.595,0.18,0.261,79.922,Medium,Low Energy
Pero,Zack Tabudlo,acoustic,65,0.644,0.412,0.206,118.49,Medium,Medium Energy
Good 4 U (Acoustic),Jonah Baker,acoustic,53,0.607,0.178,0.422,127.956,Medium,Low Energy
And Then You,Greg Laswell,acoustic,47,0.63,0.342,0.552,77.515,Medium,Medium Energy
Here With Me - Acoustic,Daniel Robinson,acoustic,55,0.689,0.299,0.52,96.825,Medium,Low Energy
I'll Be There For You (Friends Theme),Boyce Avenue,acoustic,45,0.473,0.305,0.524,81.153,Medium,Low Energy
So Far so Good,Gabrielle Aplin,acoustic,37,0.751,0.565,0.679,119.996,Medium,Medium Energy
More Than Gravity,Colin & Caroline,acoustic,34,0.62,0.468,0.217,110.969,Medium,Medium Energy
Fade into You,Andrew Belle,acoustic,53,0.478,0.398,0.371,159.906,Medium,Medium Energy
東京にもあったんだ,Masaharu Fukuyama,acoustic,31,0.376,0.702,0.241,134.817,Low,High Energy
あの夏も 海も 空も,Masaharu Fukuyama,acoustic,31,0.403,0.631,0.328,78.522,Low,Medium Energy
21 Guns,Bailey Jehl,acoustic,47,0.44,0.119,0.279,145.186,Medium,Low Energy
Waves,Canyon City,acoustic,45,0.407,0.357,0.253,112.207,Medium,Medium Energy
Running Up That Hill (A Deal With God) - Acoustic,Jonah Baker,acoustic,51,0.385,0.134,0.427,203.816,Medium,Low Energy
Poison's Gone,Kurt Cobain,acoustic,51,0.429,0.258,0.0897,108.796,Medium,Low Energy
18 ~eighteen~,Masaharu Fukuyama,acoustic,31,0.609,0.76,0.44,117.135,Low,High Energy
Build Me Up Buttercup,Kina Grannis,acoustic,48,0.721,0.0963,0.576,124.868,Medium,Low Energy
Umbrella - Acoustic Version,The Mayries,acoustic,48,0.675,0.278,0.353,123.962,Medium,Low Energy
Home,Gabrielle Aplin,acoustic,51,0.403,0.29,0.248,139.482,Medium,Low Energy
You're My Home,Joshua Radin,acoustic,55,0.627,0.518,0.337,95.991,Medium,Medium Energy
vs.2013 ~知覚と快楽の螺旋~,Masaharu Fukuyama,acoustic,32,0.403,0.925,0.543,169.978,Low,High Energy
I Like Me Better,Ysabelle Cuevas,acoustic,54,0.449,0.209,0.431,93.618,Medium,Low Energy
Something Stupid,Bailey Pelkman;Randy Rektor,acoustic,47,0.789,0.261,0.491,117.961,Medium,Low Energy
Hanap-Hanap,Ethan Loukas;Janine Teñoso,acoustic,29,0.663,0.239,0.488,83.102,Low,Low Energy
The Will To Death,John Frusciante,acoustic,51,0.498,0.113,0.296,168.383,Medium,Low Energy
Boulevard of Broken Dreams (Acoustic),Adam Christopher,acoustic,41,0.586,0.149,0.341,75.121,Medium,Low Energy
Eloise,Penny and Sparrow,acoustic,61,0.606,0.415,0.405,137.775,Medium,Medium Energy
Help Me,Sonny Boy Williamson II,acoustic,60,0.745,0.436,0.771,114.216,Medium,Medium Energy
Everytime We Touch (Acoustic),Shannon & Keast,acoustic,45,0.526,0.139,0.203,100.852,Medium,Low Energy
Let It Be Me,Ray LaMontagne,acoustic,58,0.614,0.283,0.331,107.673,Medium,Low Energy
Beer,Mia Rollo,acoustic,29,0.473,0.493,0.54,169.998,Low,Medium Energy
Someone Like You,Boyce Avenue,acoustic,57,0.439,0.207,0.264,136.514,Medium,Low Energy
You've Got a Friend,Suy Galvez,acoustic,29,0.665,0.487,0.326,94.978,Low,Medium Energy
This Little Light of Mine,JJ Heller,acoustic,49,0.534,0.26,0.151,113.877,Medium,Low Energy
Amazing Grace,Takehara Pistol,acoustic,30,0.457,0.26,0.38,106.756,Low,Low Energy
Remnants of What People Used to Be,Days N Daze,acoustic,30,0.5,0.611,0.894,88.372,Low,Medium Energy
Linda Ronstadt,AJJ,acoustic,31,0.448,0.516,0.29,100.672,Low,Medium Energy
Unsteady - Acoustic Covers Versions of Popular Songs,SANNA NORTH,acoustic,29,0.699,0.343,0.383,114.021,Low,Medium Energy
Heart's Content,Brandi Carlile,acoustic,59,0.564,0.209,0.402,109.024,Medium,Low Energy
The Damned,The Bridge City Sinners,acoustic,30,0.404,0.577,0.637,112.215,Low,Medium Energy
Hot Knives,Pigeon Pit,acoustic,30,0.501,0.44,0.311,89.881,Low,Medium Energy
Nickel Plated,Get Dead,acoustic,29,0.461,0.893,0.4,179.92,Low,High Energy
Peaches - Acoustic,Adam Christopher,acoustic,55,0.675,0.243,0.707,142.87,Medium,Low Energy
You,A Great Big World,acoustic,49,0.505,0.31,0.34,82.591,Medium,Low Energy
Swimmers,Andrew Belle,acoustic,50,0.547,0.599,0.0571,120.054,Medium,Medium Energy
Live Like We're Dying,Kris Allen,acoustic,55,0.589,0.893,0.94,92.011,Medium,High Energy
Somebody That I Used To Know,Lúc,acoustic,49,0.503,0.123,0.343,183.571,Medium,Low Energy
Lost Without You,Ben Woodward,acoustic,32,0.611,0.534,0.38,159.985,Low,Medium Energy
"One more time, One more chance",Masayoshi Yamazaki,acoustic,53,0.55,0.408,0.331,129.152,Medium,Medium Energy
you broke me first,The Mayries,acoustic,46,0.656,0.3,0.369,120.006,Medium,Low Energy
Skylight,Gabrielle Aplin,acoustic,23,0.524,0.566,0.362,159.914,Low,Medium Energy
Game of Thrones,Edy Hafler,acoustic,41,0.34,0.309,0.153,176.899,Medium,Low Energy
Nothing Like You and I,The Perishers,acoustic,49,0.598,0.291,0.38,123.978,Medium,Low Energy
Wanted Man,Mat Kearney,acoustic,59,0.514,0.319,0.677,203.651,Medium,Low Energy
Back To You,The Mayries,acoustic,43,0.448,0.256,0.174,77.272,Medium,Low Energy
何度でも花が咲くように私を生きよう,Masaharu Fukuyama,acoustic,31,0.441,0.423,0.153,88.865,Low,Medium Energy
Scared to Be Lonely,Boyce Avenue,acoustic,46,0.636,0.169,0.467,138.236,Medium,Low Energy
Sappy - Early Demo,Kurt Cobain,acoustic,50,0.445,0.289,0.172,104.006,Medium,Low Energy
Ancient Light,Allman Brown,acoustic,41,0.435,0.208,0.189,69.027,Medium,Low Energy
I Don't Wanna Live Forever (Fifty Shades Darker) - Acoustic Version,Sara Farell;Simon Samaeng,acoustic,48,0.656,0.349,0.289,118.026,Medium,Medium Energy
Before You Go,Andrew Foy;Renee Foy,acoustic,36,0.609,0.0866,0.411,167.892,Medium,Low Energy
Ships In The Night,Mat Kearney,acoustic,44,0.448,0.885,0.134,178.151,Medium,High Energy
Only You,Joshua Radin,acoustic,56,0.545,0.255,0.831,98.088,Medium,Low Energy
Waver,Sakura Fujiwara,acoustic,29,0.626,0.682,0.636,75.02,Low,High Energy
Missing Peace,JJ Heller,acoustic,52,0.572,0.317,0.38,78.009,Medium,Low Energy
聖域,Masaharu Fukuyama,acoustic,31,0.368,0.871,0.636,107.721,Low,High Energy
Firework,Canyon City,acoustic,47,0.51,0.32,0.425,92.385,Medium,Low Energy
